"Planet","Grid","CurrentSector","WookieepediaTitle","WookieepediaSector","MatchType","SourceUrl"
"Trassitan","L3","Veragi","Trassitan","Veragi sector","Exact title","https://starwars.fandom.com/wiki/Trassitan"
"Tregillis","M15","Tregillis","Tregillis","Tregillis sector","Exact title","https://starwars.fandom.com/wiki/Tregillis"
"Trenwyth","I16","Stensen","Trenwyth","Stensen sector","Exact title","https://starwars.fandom.com/wiki/Trenwyth"
"Trevi","N17","Quess","Trevi system","Quess sector","System or continuity variant","https://starwars.fandom.com/wiki/Trevi_system"
"Trian","R3","Trianii","Trian/Legends","Trianii Space","Exact title","https://starwars.fandom.com/wiki/Trian%2FLegends"
"Triewahl","M7","Homon","Triewahl system","Homon sector","System or continuity variant","https://starwars.fandom.com/wiki/Triewahl_system"
"Triffis","O15","Hevvrol","Triffis","Hevvrol sector","Exact title","https://starwars.fandom.com/wiki/Triffis"
"Trigalis","P17","Cadavine","Trigalis/Legends","Juris sector","Exact title","https://starwars.fandom.com/wiki/Trigalis%2FLegends"
"Trindello","H16","Moddell","Trindello","Zuma sector","Exact title","https://starwars.fandom.com/wiki/Trindello"
"Trinovat","P6","Gordian Reach","Trinovat","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Trinovat"
"Triton","M18","Mayagil","Triton","Mayagil sector","Exact title","https://starwars.fandom.com/wiki/Triton"
"Trogan","R7","Jospro","Trogan","Jospro sector","Exact title","https://starwars.fandom.com/wiki/Trogan"
"Troiken","S4","Colundra sector","Troiken","Colundra sector","Search result","https://starwars.fandom.com/wiki/Troiken"
"Troos","Q5","Gordian Reach","Troos","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Troos"
"Troska","J6","Dantus","Troska","Dantus sector","Exact title","https://starwars.fandom.com/wiki/Troska"
"Tshindral","M17","Ado","Tshindral","Ado sector","Exact title","https://starwars.fandom.com/wiki/Tshindral"
"Tumani","O9","Hapes Cluster","Tumani system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Tumani_system"
"Tund","U8","Centrality","Tund","Centrality","Exact title","https://starwars.fandom.com/wiki/Tund"
"Turkana","T6","Pakuuni","Turkana","Pakuuni sector","Exact title","https://starwars.fandom.com/wiki/Turkana"
"Tyluun","L18","Juvex","Tyluun","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Tyluun"
"Tynna","N14","Tynna","Tynna","Tynna sector","Exact title","https://starwars.fandom.com/wiki/Tynna"
"Tythe","Q16","Savareen","Tythe","Savareen sector","Exact title","https://starwars.fandom.com/wiki/Tythe"
"Tython","L10","Aargau Sector","Tython/Legends","Sector 5","Exact title","https://starwars.fandom.com/wiki/Tython%2FLegends"
"Tyus Cluster","N16","Tyus","Tyus Cluster","Tyus sector","Exact title","https://starwars.fandom.com/wiki/Tyus_Cluster"
"Uaua","U8","Centrality","Uaua","Centrality","Exact title","https://starwars.fandom.com/wiki/Uaua"
"Uba","J6","Barsa","Uba","Barsa sector","Exact title","https://starwars.fandom.com/wiki/Uba"
"Ubrikkia","Q10","Kastolar","Ubrikkia","Kastolar sector","Exact title","https://starwars.fandom.com/wiki/Ubrikkia"
"Ukio","S15","Abrion","Ukio","Abrion sector","Exact title","https://starwars.fandom.com/wiki/Ukio"
"Ulda Frav","P11","Hangshan","Ulda Frav","Hangshan sector","Exact title","https://starwars.fandom.com/wiki/Ulda_Frav"
"Ulicia","S3","Corporate Sector","Ulicia","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Ulicia"
"Ultaar","R8","Bortele","Ultaar/Legends","Bortele sector","Exact title","https://starwars.fandom.com/wiki/Ultaar%2FLegends"
"Umbara","P10","Ghost Nebula","Umbara","Ghost Nebula sector","Exact title","https://starwars.fandom.com/wiki/Umbara"
"Umgul","N16","Mulgard","Umgul/Legends","Mulgard sector","Exact title","https://starwars.fandom.com/wiki/Umgul%2FLegends"
"Umthyg","K18","Juvex","Umthyg","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Umthyg"
"Unagin","T13","Al-Nasrl","Unagin","Al'Nasrl sector","Exact title","https://starwars.fandom.com/wiki/Unagin"
"Uogo'cor","Q10","Trax","Uogo'cor/Legends","Trax sector","Exact title","https://starwars.fandom.com/wiki/Uogo'cor%2FLegends"
"UR-1060","H16","Moddell","UR-1060/Legends","Zuma sector","Exact title","https://starwars.fandom.com/wiki/UR-1060%2FLegends"
"UR-2650","H16","Moddell","UR-2650/Legends","Moddell sector","Exact title","https://starwars.fandom.com/wiki/UR-2650%2FLegends"
"UR-3741","H16","Moddell","UR-3741/Legends","Moddell sector","Exact title","https://starwars.fandom.com/wiki/UR-3741%2FLegends"
"UR-8827","H16","Moddell","UR-8827/Legends","Moddell sector","Exact title","https://starwars.fandom.com/wiki/UR-8827%2FLegends"
"UR-9353","H16","Moddell","UR-9353/Legends","Moddell sector","Exact title","https://starwars.fandom.com/wiki/UR-9353%2FLegends"
"Urce","L6","Urce","Urce","Urce Space","Exact title","https://starwars.fandom.com/wiki/Urce"
"Urdur","S4","Corporate Sector","Urdur","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Urdur"
"Usnia","L18","Senex","Usnia","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Usnia"
"Usta","Q6","Gordian Reach","Usta","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Usta"
"Ut","O9","Hapes Cluster","Ut","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Ut"
"Utapau","N19","Tarabba","Utapau","Tarabba sector","Exact title","https://starwars.fandom.com/wiki/Utapau"
"Utaruun","R16","Arkanis","Utaruun","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Utaruun"
"Utrost","L9","Corusca Sector","Utrost","Corusca sector","Exact title","https://starwars.fandom.com/wiki/Utrost"
"Uviuy Exen","L9","Shwuy sector","Uviuy Exen","Shwuy sector","Exact title","https://starwars.fandom.com/wiki/Uviuy_Exen"
"Uyter","P9","Lantillian","Uyter","Lantillian sector","Exact title","https://starwars.fandom.com/wiki/Uyter"
"Vaal","P5","Gordian Reach","Vaal","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Vaal"
"Vaathkree","S8","Periphery","Vaathkree/Legends","Tharin sector","Exact title","https://starwars.fandom.com/wiki/Vaathkree%2FLegends"
"Vaced","J7","Jalor","Vaced","Jalor sector","Exact title","https://starwars.fandom.com/wiki/Vaced"
"Vactooine","R16","Arkanis","Vactooine","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Vactooine"
"Vakkar","K9","Fakir","Vakkar","Fakir sector","Exact title","https://starwars.fandom.com/wiki/Vakkar"
"Valc","J4","Perinn","Valc system","Perinn sector","System or continuity variant","https://starwars.fandom.com/wiki/Valc_system"
"Valgauth","P9","Nojic","Valgauth","Nojic sector","Exact title","https://starwars.fandom.com/wiki/Valgauth"
"Vallusk Cluster","Q6","Gordian Reach","Vallusk Cluster","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Vallusk_Cluster"
"Valorsi","L17","Juvex","Valorsi","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Valorsi"
"Valrar","J7","Clythe","Valrar","Glythe sector","Exact title","https://starwars.fandom.com/wiki/Valrar"
"Vandelhelm","M15","Epsi Collective","Vandelhelm/Legends","Epsi Collective","Exact title","https://starwars.fandom.com/wiki/Vandelhelm%2FLegends"
"Vandor","P14","Sloo","Vandor","Sloo sector","Exact title","https://starwars.fandom.com/wiki/Vandor"
"Vandyne","O5","Morshdine","Vandyne","Morshdine sector","Exact title","https://starwars.fandom.com/wiki/Vandyne"
"Vanquo","O6","Meerian","Vanquo","Meerian sector","Exact title","https://starwars.fandom.com/wiki/Vanquo"
"Varadan","L18","Senex","Varadan","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Varadan"
"Varl","S11","Hutt Space","Varl/Legends","Hutt Space","Exact title","https://starwars.fandom.com/wiki/Varl%2FLegends"
"Varonat","K18","Javin","Varonat/Legends","Anoat sector, Greater Javin","Exact title","https://starwars.fandom.com/wiki/Varonat%2FLegends"
"Varristad","S15","Abrion","Varristad","Abrion sector","Exact title","https://starwars.fandom.com/wiki/Varristad"
"Varvrona","K3","Obtrexta sector","Varvrona system","Obtrexta sector","Search result","https://starwars.fandom.com/wiki/Varvrona_system"
"Vasch","R17","Arkanis","Vasch","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Vasch"
"Vasha","H16","Moddell","Vasha/Legends","Zuma sector","Exact title","https://starwars.fandom.com/wiki/Vasha%2FLegends"
"Vassek","I17","Wazta","Vassek","Wazta sector","Exact title","https://starwars.fandom.com/wiki/Vassek"
"Vaynai","S4","Chorlian","Vaynai/Legends","Chorlian sector","Exact title","https://starwars.fandom.com/wiki/Vaynai%2FLegends"
"Velga","L18","Juvex","Velga system","Juvex sector","System or continuity variant","https://starwars.fandom.com/wiki/Velga_system"
"Velmor","P7","Halori","Velmor/Legends","Halori sector","Exact title","https://starwars.fandom.com/wiki/Velmor%2FLegends"
"Vena","P9","Nojic","Vena","Nojic sector","Exact title","https://starwars.fandom.com/wiki/Vena"
"Venaari","O8","Venaarian","Venaari","Venaarian sector","Exact title","https://starwars.fandom.com/wiki/Venaari"
"Vendaxa","O14","Zarracina","Vendaxa","Chaykin sector","Exact title","https://starwars.fandom.com/wiki/Vendaxa"
"Venestria","K4","Clacis","Venestria","Clacis sector","Exact title","https://starwars.fandom.com/wiki/Venestria"
"Ventooine","P3","Corva","Ventooine/Legends","Corva sector","Exact title","https://starwars.fandom.com/wiki/Ventooine%2FLegends"
"Veragi","L3","Veragi","Veragi system","Veragi sector","System or continuity variant","https://starwars.fandom.com/wiki/Veragi_system"
"Verdanth","N17","Grumani","Verdanth","Bon'nyuw-Luq sector","Exact title","https://starwars.fandom.com/wiki/Verdanth"
"Vergill","O9","Hapes Cluster","Vergill","Hapes Cluster;","Exact title","https://starwars.fandom.com/wiki/Vergill"
"Vernet","N14","Baroli","Vernet","Baroli sector","Exact title","https://starwars.fandom.com/wiki/Vernet"
"Veron","L17","Senex","Veron","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Veron"
"Vestar","N20","Rseik","Vestar","Rseik sector","Exact title","https://starwars.fandom.com/wiki/Vestar"
"Vex","H16","Moddell","Vex system","Zuma sector","System or continuity variant","https://starwars.fandom.com/wiki/Vex_system"
"Vexta","J4","Carrion","Vexta system","Carrion sector","System or continuity variant","https://starwars.fandom.com/wiki/Vexta_system"
"Vicondor","J7","Vorc","Vicondor/Legends","Vorc sector","Exact title","https://starwars.fandom.com/wiki/Vicondor%2FLegends"
"Vinsoth","N5","Quelii","Vinsoth","Quelii sector","Exact title","https://starwars.fandom.com/wiki/Vinsoth"
"Virgillia","I18","Koradin","Virgillia","Koradin sector","Exact title","https://starwars.fandom.com/wiki/Virgillia"
"Vjun","Q6","Nuiri","Vjun","Nuiri sector","Exact title","https://starwars.fandom.com/wiki/Vjun"
"Vladet","N11","Rachuk sector","Vladet","Rachuk sector","Exact title","https://starwars.fandom.com/wiki/Vladet"
"Vogel","M16","Var Hagen","Vogel system","Var Hagen sector","System or continuity variant","https://starwars.fandom.com/wiki/Vogel_system"
"Vohai","O18","Parmel","Vohai","Parmel sector","Exact title","https://starwars.fandom.com/wiki/Vohai"
"Void Station","R14","Dohlbani","Void Station system","Bothan Space","Linked system","https://starwars.fandom.com/wiki/Void_Station_system"
"Von-Alai","O8","Locris","Von-Alai","Locris sector","Exact title","https://starwars.fandom.com/wiki/Von-Alai"
"Vondarc","M16","Var Hagen","Vondarc/Legends","Var Hagen sector","Exact title","https://starwars.fandom.com/wiki/Vondarc%2FLegends"
"Vontor","S9","Hutt Space","Vontor","Si'Klaata Cluster","Exact title","https://starwars.fandom.com/wiki/Vontor"
"Voon","K9","Krenher sector","Voon","Krenher sector","Exact title","https://starwars.fandom.com/wiki/Voon"
"Voorsbain","L18","Senex","Voorsbain","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Voorsbain"
"Vor Deo","R17","Arkanis","Vor Deo","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Vor_Deo"
"Vortex","K7","Clythe","Vortex/Legends","Glythe sector","Exact title","https://starwars.fandom.com/wiki/Vortex%2FLegends"
"Vorzyd","R6","Vorzyd","Vorzyd","Vorzyd sector","Exact title","https://starwars.fandom.com/wiki/Vorzyd"
"Voss","S6","Allied Tion","Voss","Allied Tion sector","Exact title","https://starwars.fandom.com/wiki/Voss"
"Vuchelle","L5","Atrivis","Vuchelle","Atrivis sector","Exact title","https://starwars.fandom.com/wiki/Vuchelle"
"Vulcar","L18","Juvex","Vulcar","Juvex sector","Exact title","https://starwars.fandom.com/wiki/Vulcar"
"Vulta","N7","Trans'Vulta","Vulta","Trans-Vulta sector","Exact title","https://starwars.fandom.com/wiki/Vulta"
"Vurdon Ka","M9","Darlonn","Vurdon Ka","Darlonn sector","Exact title","https://starwars.fandom.com/wiki/Vurdon_Ka"
"Vuzsa","R16","Arkanis","Vuzsa","Arkanis sector","Exact title","https://starwars.fandom.com/wiki/Vuzsa"
"Vykos","L5","Relgim","Vykos","Relgim sector","Exact title","https://starwars.fandom.com/wiki/Vykos"
"Walalla","J13","Seventh Security Zone","Walalla","Seventh Security Zone","Exact title","https://starwars.fandom.com/wiki/Walalla"
"Walinor","M7","Shiwal","Walin'or system","Shiwal sector","System or continuity variant","https://starwars.fandom.com/wiki/Walin'or_system"
"Wann Tsir","P13","Sepan","Wann Tsir","Sepan sector","Exact title","https://starwars.fandom.com/wiki/Wann_Tsir"
"Wayland","N7","Ojoster","Wayland","Ojoster sector","Exact title","https://starwars.fandom.com/wiki/Wayland"
"Weerden","K9","Corusca Sector","Weerden","Corusca sector","Exact title","https://starwars.fandom.com/wiki/Weerden"
"Wetyin's Colony","Q5","Gordian Reach","Wetyin's Colony system","Gordian Reach","System or continuity variant","https://starwars.fandom.com/wiki/Wetyin's_Colony_system"
"Wistril","K6","Fath","Wistril","Fath sector","Exact title","https://starwars.fandom.com/wiki/Wistril"
"Wobani","R8","Bryx","Wobani","Bryx sector","Exact title","https://starwars.fandom.com/wiki/Wobani"
"Wodan","O9","Hapes Cluster","Wodan system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Wodan_system"
"Womrik","Q15","Dufilvian","Womrik","Dufilvian sector","Exact title","https://starwars.fandom.com/wiki/Womrik"
"Woostri","M16","Woostri","Woostri","Woostri sector","Exact title","https://starwars.fandom.com/wiki/Woostri"
"Worru'du","K10","Torranix sector","Worru'du","Torranix sector","Exact title","https://starwars.fandom.com/wiki/Worru'du"
"Wrea","S17","Gaulus","Wrea","Gaulus sector","Exact title","https://starwars.fandom.com/wiki/Wrea"
"Wyndigal","S7","Ash Worlds","Wyndigal system","Ash Worlds","System or continuity variant","https://starwars.fandom.com/wiki/Wyndigal_system"
"Xa Fel","K9","Kanchen sector","Xa Fel","Kanchen sector","Exact title","https://starwars.fandom.com/wiki/Xa_Fel"
"Xagobah","M18","Mayagil","Xagobah","Mayagil sector","Exact title","https://starwars.fandom.com/wiki/Xagobah"
"Xo","N2","Spinward","Xo","Spinward sector","Exact title","https://starwars.fandom.com/wiki/Xo"
"Xochtl","P6","Gordian Reach","Xochtl","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Xochtl"
"Xoman","S9","Halla","Xoman system","Halla sector","System or continuity variant","https://starwars.fandom.com/wiki/Xoman_system"
"Yaga Minor","K5","Prefsbelt","Yaga Minor","Prefsbelt sector","Exact title","https://starwars.fandom.com/wiki/Yaga_Minor"
"Yashuvhu","F9","Colonial Station Chaf Sector","Yashuvhu/Legends","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Yashuvhu%2FLegends"
"Yavin","P6","Gordian Reach","Yavin","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Yavin"
"Yetoom","L18","Senex","Yetoom system","Senex sector","System or continuity variant","https://starwars.fandom.com/wiki/Yetoom_system"
"Yhifar","L17","Juvex","Yhifar","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Yhifar"
"Yinchorr","L8","Fellwe","Yinchorr","Fellwe sector","Exact title","https://starwars.fandom.com/wiki/Yinchorr"
"Yitabo","Q10","Kastolar","Yitabo","Kastolar sector","Exact title","https://starwars.fandom.com/wiki/Yitabo"
"Ylix","M7","M'shinni","Ylix","M'shinni sector","Exact title","https://starwars.fandom.com/wiki/Ylix"
"Yoribuunt","S8","Periphery","Yoribuunt","Tharin sector","Exact title","https://starwars.fandom.com/wiki/Yoribuunt"
"Yout","L7","Qiilura","Yout","Qiilura sector","Exact title","https://starwars.fandom.com/wiki/Yout"
"Yutan","P12","Ombakond","Yutan system","Ombakond sector","System or continuity variant","https://starwars.fandom.com/wiki/Yutan_system"
"Yutusk","R5","Sertar","Yutusk","Mortex sector","Exact title","https://starwars.fandom.com/wiki/Yutusk"
"Zadaria","O9","Hapes Cluster","Zadaria system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Zadaria_system"
"Zaddja","H15","Trilon","Zaddja","Trilon sector","Exact title","https://starwars.fandom.com/wiki/Zaddja"
"Zalori","O9","Hapes Cluster","Zalori system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Zalori_system"
"Zaloriis","P12","Askarian","Zaloriis","Askarian sector","Exact title","https://starwars.fandom.com/wiki/Zaloriis"
"Zanbar","O7","Mandalore","Zanbar","Mandalore sector","Exact title","https://starwars.fandom.com/wiki/Zanbar"
"Zaria","L17","Juvex","Zaria","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Zaria"
"Zchtek","R8","Bortele","Zchtek system","Bortele sector","System or continuity variant","https://starwars.fandom.com/wiki/Zchtek_system"
